,pred,rel,labels,source,target
1756,0,0,0,I want some mincemeat .,want
1757,0,0,0,"Get some up town , if that 's what you want .",get
1758,0,0,0,"Get some up town , if that 's what you want .",want
1759,0,0,0,Mm if you do n't mind .,mind
1760,0,0,0,You want some mincemeat ?,want
1761,0,0,0,"Well yeah , no I 've light bulbs I mean I could make you a list down but it does n't matter I can get that tomorrow Ann I 'll go down tomorrow you know , I 'll be up in time .",mean
1762,1,0,0,"Well yeah , no I 've light bulbs I mean I could make you a list down but it does n't matter I can get that tomorrow Ann I 'll go down tomorrow you know , I 'll be up in time .",make
1763,0,0,0,"Well yeah , no I 've light bulbs I mean I could make you a list down but it does n't matter I can get that tomorrow Ann I 'll go down tomorrow you know , I 'll be up in time .",matter
1764,0,0,0,"Well yeah , no I 've light bulbs I mean I could make you a list down but it does n't matter I can get that tomorrow Ann I 'll go down tomorrow you know , I 'll be up in time .",get
1765,0,1,1,"Well yeah , no I 've light bulbs I mean I could make you a list down but it does n't matter I can get that tomorrow Ann I 'll go down tomorrow you know , I 'll be up in time .",go
1766,0,0,0,"Well yeah , no I 've light bulbs I mean I could make you a list down but it does n't matter I can get that tomorrow Ann I 'll go down tomorrow you know , I 'll be up in time .",know
1767,0,0,0,you did say that you 'd like to come .,say
1768,0,0,0,you did say that you 'd like to come .,like
1769,0,0,0,you did say that you 'd like to come .,come
1770,0,0,0,You ought to Rainbows or something got the car at least then,get
1771,0,0,0,Is that what you want ?,want
1772,0,0,0,Well I I ca n't think !,think
1773,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",think
1774,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",make
1775,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",know
1776,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",er
1777,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",know
1778,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",get
1779,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",know
1780,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",say
1781,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",get
1782,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",get
1783,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",get
1784,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",yeah
1785,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",start
1786,0,0,0,"I ca n't I ca n't really think I 'll have to make a list out you know but er you know I got just think of anything that 's , you know as I say I 've got got some cat food will get some dry cat food yeah Oh I if I start thinking I 'll I 'll I 'll",think
1787,1,0,0,"Start thinking , got nothing lose , start",get
1788,1,0,0,"Start thinking , got nothing lose , start",lose
1789,0,0,0,"Start thinking , got nothing lose , start",start
1790,0,0,0,"Make a list , I 'll get it for you .",make
1791,0,0,0,"Make a list , I 'll get it for you .",get
1792,0,0,0,"thinking we 'll soon get them and save you carrying it tomorrow , then .",think
1793,0,0,0,"thinking we 'll soon get them and save you carrying it tomorrow , then .",get
1794,1,1,1,"thinking we 'll soon get them and save you carrying it tomorrow , then .",save
1795,0,0,0,"thinking we 'll soon get them and save you carrying it tomorrow , then .",carry
1796,0,0,0,Get and that and all 's there anyway .,get
1797,0,0,0,"Yeah cos I might I might not go up , you know , I see what Sheila says so",go
1798,0,0,0,"Yeah cos I might I might not go up , you know , I see what Sheila says so",know
1799,1,1,1,"Yeah cos I might I might not go up , you know , I see what Sheila says so",see
1800,0,0,0,"Yeah cos I might I might not go up , you know , I see what Sheila says so",say
1801,1,1,1,"Well that 's it , if you do n't feel like walking round the town tomorrow .",feel
1802,0,0,0,"Well that 's it , if you do n't feel like walking round the town tomorrow .",round
1803,0,1,1,"Save you , save you carrying them .",save
1804,0,1,1,"Save you , save you carrying them .",save
1805,0,0,0,"Save you , save you carrying them .",carry
1806,0,0,0,"I 'll tell you what I 've I 'm alright , but I feel a wee dizzy you know I feel as if I 'm a bit",tell
1807,0,1,1,"I 'll tell you what I 've I 'm alright , but I feel a wee dizzy you know I feel as if I 'm a bit",feel
1808,0,0,0,"I 'll tell you what I 've I 'm alright , but I feel a wee dizzy you know I feel as if I 'm a bit",know
1809,0,1,1,"I 'll tell you what I 've I 'm alright , but I feel a wee dizzy you know I feel as if I 'm a bit",feel
1810,0,0,0,"no I 'm alright Ann , I mean , feel a bit ah I mean I 'm sorry I do have to buy a feel a bit of , I feel a bit dizzy you know as if I",mean
1811,0,1,1,"no I 'm alright Ann , I mean , feel a bit ah I mean I 'm sorry I do have to buy a feel a bit of , I feel a bit dizzy you know as if I",feel
1812,0,0,0,"no I 'm alright Ann , I mean , feel a bit ah I mean I 'm sorry I do have to buy a feel a bit of , I feel a bit dizzy you know as if I",mean
1813,0,0,0,"no I 'm alright Ann , I mean , feel a bit ah I mean I 'm sorry I do have to buy a feel a bit of , I feel a bit dizzy you know as if I",buy
1814,0,1,1,"no I 'm alright Ann , I mean , feel a bit ah I mean I 'm sorry I do have to buy a feel a bit of , I feel a bit dizzy you know as if I",feel
1815,0,0,0,"no I 'm alright Ann , I mean , feel a bit ah I mean I 'm sorry I do have to buy a feel a bit of , I feel a bit dizzy you know as if I",know
1816,0,0,0,"you know I need new glasses or something , you know that 's how I feel .",know
1817,0,0,0,"you know I need new glasses or something , you know that 's how I feel .",need
1818,0,0,0,"you know I need new glasses or something , you know that 's how I feel .",know
1819,1,1,1,"you know I need new glasses or something , you know that 's how I feel .",feel
1820,0,0,0,"alright , yeah I am I mean I 'm not alright , I feel very dizzy , like I say I feel I feel a bit kind of heady you know but I will go and have a check up .",mean
1821,0,1,1,"alright , yeah I am I mean I 'm not alright , I feel very dizzy , like I say I feel I feel a bit kind of heady you know but I will go and have a check up .",feel
1822,0,0,0,"alright , yeah I am I mean I 'm not alright , I feel very dizzy , like I say I feel I feel a bit kind of heady you know but I will go and have a check up .",say
1823,0,1,1,"alright , yeah I am I mean I 'm not alright , I feel very dizzy , like I say I feel I feel a bit kind of heady you know but I will go and have a check up .",feel
1824,0,1,1,"alright , yeah I am I mean I 'm not alright , I feel very dizzy , like I say I feel I feel a bit kind of heady you know but I will go and have a check up .",feel
1825,0,0,0,"alright , yeah I am I mean I 'm not alright , I feel very dizzy , like I say I feel I feel a bit kind of heady you know but I will go and have a check up .",know
1826,0,0,0,"alright , yeah I am I mean I 'm not alright , I feel very dizzy , like I say I feel I feel a bit kind of heady you know but I will go and have a check up .",go
